id,gt,league,home,away,hc,folder,score,totalGoals,size,predict,correct,lamTotal,lam
508359,20260717 10:30,美国职业大联盟联赛,西雅图海湾者,波特兰伐木者,3.25,20260715_110040,-,-,,大,,3.487,3.509
508485,20260717 11:00,墨西哥超级联赛,堤华纳,堤格雷斯,2.50,20260715_120038,-,-,,大,,2.801,2.773
508176,20260717 17:55,南韩女子职业联赛,水原FC女足,华川KSPO女足,2.75,20260716_210040,-,-,,小,,2.772,2.805
508152,20260717 19:00,中国超级联赛,青岛西海岸,成都蓉城,3.00,20260716_220039,-,-,,小,,3.053,3.081
508148,20260717 19:35,中国超级联赛,河南队,青岛海牛,2.75,20260716_220039,-,-,,大,,3.064,3.072
508149,20260717 19:35,中国超级联赛,北京国安,辽宁铁人,3.25,20260716_220039,-,-,,小,,3.396,3.523
508150,20260717 20:00,中国超级联赛,云南玉昆,上海海港,3.25,20260716_220039,-,-,,大,,3.434,3.464
510127,20260717 20:00,球会友谊赛,米迪兰特,奥丹斯,2.75,20260717_160030,-,-,,大,,3.127,3.100
508241,20260718 01:00,瑞典超级联赛,米赞比,华斯特罗斯,2.75,20260716_020040,-,-,,大,,2.991,2.963
508240,20260718 01:00,瑞典超级联赛,哥登堡,庞马普卡纳,2.75,20260716_020040,-,-,,大,,3.028,3.005
508275,20260718 01:15,挪威超级联赛,波杜基林特,费德列斯达,3.75,20260716_020040,-,-,,小,,3.880,3.868
509327,20260718 01:55,乌拉圭甲组联赛,艾比安FC,拿斯派达斯青年,2.25,20260716_220039,-,-,,小,,2.339,2.370
510128,20260718 02:45,球会友谊赛,赫斯,华历简奴,2.50,20260717_160030,-,-,,大,,2.800,2.796
509720,20260718 02:45,球会友谊赛,宾菲加,维拉利尔,2.75,20260716_220039,-,-,,大,,3.064,2.867
506220,20260718 05:45,阿根廷杯,圣罗伦素,莱斯查,1.75,20260716_060036,-,-,,小,,1.873,1.854
508293,20260718 06:00,巴西乙组联赛,青年队,古亚巴,1.75,20260716_070041,-,-,,大,,1.978,1.922
508295,20260718 06:00,巴西乙组联赛,阿美利加明尼路,施亚拉,2.25,20260716_070041,-,-,,小,,2.290,2.256
508294,20260718 06:00,巴西乙组联赛,圣贝拿度,艾华尔,2.25,20260716_070041,-,-,,小,,2.375,2.425
509328,20260718 06:25,乌拉圭甲组联赛,蒙特维多国民队,蒙特维多流浪,2.50,20260716_220039,-,-,,小,,2.668,2.652
509666,20260718 06:30,巴西甲组联赛,巴希亚,查比高恩斯,3.00,20260716_070041,-,-,,小,,3.127,3.108
508284,20260718 07:00,巴西甲组联赛,米拉索,甘美奥,2.25,20260716_080037,-,-,,大,,2.422,2.420
508285,20260718 07:00,巴西甲组联赛,富明尼斯,巴拉干天奴,2.25,20260716_080037,-,-,,大,,2.461,2.463
508296,20260718 08:00,巴西乙组联赛,科泰尼沙,路禾利桑天奴,2.25,20260716_090036,-,-,,大,,2.423,2.476
509233,20260718 08:00,美国国家女子联赛,肯萨斯城流动女足,圣地牙哥海浪女足,2.50,20260716_230032,-,-,,大,,2.704,2.730
508301,20260718 08:00,巴西乙组联赛,隆德里纳,保地花高SP,2.00,20260716_090036,-,-,,大,,2.269,2.278
508360,20260718 08:10,美国职业大联盟联赛,纳舒维尔SC,阿特兰大联,2.75,20260716_090036,-,-,,大,,2.964,2.953
508854,20260718 08:45,阿根廷杯,河床,阿度斯维,2.50,20260716_100040,-,-,,小,,2.546,2.695
508487,20260718 09:00,墨西哥超级联赛,莱昂,阿特拿斯,2.50,20260716_230032,-,-,,大,,2.781,2.773
508486,20260718 09:00,墨西哥超级联赛,圣路易斯体育会,蓝十字,2.75,20260716_100040,-,-,,大,,2.914,2.901
508361,20260718 10:25,美国职业大联盟联赛,洛杉矶银河,洛杉矶FC,3.00,20260716_120040,-,-,,小,,3.124,3.118
508488,20260718 11:00,墨西哥超级联赛,祖亚雷斯,普埃布拉,2.75,20260716_120040,-,-,,大,,2.964,2.953
508179,20260718 17:55,南韩女子职业联赛,闻庆尚武女足,康津天鹅女足,2.50,20260717_210033,-,-,,大,,2.760,2.762
508178,20260718 17:55,南韩女子职业联赛,庆州水利女足,世宗女足,2.50,20260718_090026,-,-,,小,,2.566,2.566
508177,20260718 17:55,南韩女子职业联赛,仁川现代制铁女足,首尔女足,2.50,20260718_090026,-,-,,大,,2.698,2.785
508165,20260718 18:30,南韩职业联赛,仁川联,全北汽车,2.25,20260716_200042,-,-,,小,,2.345,2.338
508061,20260718 18:30,南韩职业联赛,大田市民,蔚山HD,2.50,20260716_200042,-,-,,小,,2.671,2.680
508168,20260718 18:30,南韩乙组联赛,全南天龙,忠南牙山,2.50,20260716_200042,-,-,,大,,2.734,2.730
508170,20260718 18:30,南韩乙组联赛,水原FC,首尔衣恋,2.75,20260716_200042,-,-,,大,,2.987,2.951
508164,20260718 18:30,南韩职业联赛,FC江原,金泉尚武,2.50,20260716_200042,-,-,,小,,2.606,2.558
508166,20260718 18:30,南韩职业联赛,济州SK,浦项制铁,2.00,20260716_200042,-,-,,大,,2.229,2.245
508171,20260718 18:30,南韩乙组联赛,城南FC,釜山偶像,2.25,20260716_200042,-,-,,大,,2.468,2.496
508169,20260718 18:30,南韩乙组联赛,金浦FC,FC大邱,2.50,20260716_200042,-,-,,大,,2.761,2.765
508151,20260718 19:00,中国超级联赛,重庆铜梁龙,浙江队,2.75,20260716_220039,-,-,,大,,3.073,3.006
508154,20260718 19:35,中国超级联赛,上海申花,天津津门虎,3.25,20260716_220039,-,-,,小,,3.213,3.302
508153,20260718 19:35,中国超级联赛,大连英博,山东泰山,3.25,20260716_220039,-,-,,小,,3.257,3.360
508276,20260718 20:00,挪威超级联赛,咸卡姆,特罗素,2.50,20260716_210040,-,-,,小,,2.481,2.520
508256,20260718 20:00,芬兰超级联赛,赫尔辛基,VPS华沙,3.00,20260716_210040,-,-,,小,,3.107,3.083
508155,20260718 20:00,中国超级联赛,武汉三镇,深圳新鹏城,2.75,20260716_220039,-,-,,小,,2.888,2.908
510125,20260718 20:00,国际友谊赛,越南,缅甸,3.25,20260718_090026,-,-,,小,,3.291,3.452
510233,20260718 20:30,球会友谊赛,琉森,圣图尔登,3.00,20260718_150028,-,-,,大,,3.194,3.198
508242,20260718 21:00,瑞典超级联赛,AIK苏纳,加尔斯,2.50,20260716_220039,-,-,,大,,2.723,2.701
509723,20260718 21:00,球会友谊赛,登地,爱华顿,3.00,20260718_090026,-,-,,小,,3.070,3.064
509718,20260718 21:30,球会友谊赛,巴素利,祖云达斯,2.75,20260718_090026,-,-,,小,,2.904,2.856
508277,20260718 22:00,挪威超级联赛,基斯迪辛特,萨普斯堡,2.75,20260716_230032,-,-,,大,,3.057,3.036
508258,20260718 22:00,芬兰超级联赛,施拿祖基,古比斯,3.00,20260716_230032,-,-,,小,,3.155,3.123
508278,20260718 22:00,挪威超级联赛,史达,洛辛堡,2.75,20260716_230032,-,-,,大,,2.926,2.911
508257,20260718 22:00,芬兰超级联赛,AC奥卢,格尼斯坦,2.75,20260716_230032,-,-,,小,,2.851,2.796
508279,20260718 22:00,挪威超级联赛,利尼史特朗,KFUM奥斯陆,2.75,20260716_230032,-,-,,大,,2.965,2.942
509732,20260718 22:00,苏格兰联赛杯,布里捷城,史丹侯斯姆,2.75,20260718_090026,-,-,,大,,3.026,2.995
509688,20260718 22:00,苏格兰联赛杯,艾珍城,基尔马诺克,3.50,20260718_090026,-,-,,小,,3.616,3.607
509685,20260718 22:00,苏格兰联赛杯,艾尔,爱丁堡城,2.75,20260718_090026,-,-,,大,,2.990,2.962
509686,20260718 22:00,苏格兰联赛杯,哥维流浪,圣美伦,3.25,20260718_090026,-,-,,大,,3.474,3.500
509691,20260718 22:00,苏格兰联赛杯,利云斯顿,巴特里,2.75,20260718_090026,-,-,,大,,2.940,2.897
509689,20260718 22:00,苏格兰联赛杯,咸美顿,拉夫流浪,2.75,20260718_090026,-,-,,大,,2.911,2.876
510126,20260718 22:00,苏格兰联赛杯,罗斯郡,克莱德,3.00,20260718_090026,-,-,,大,,3.162,3.159
509690,20260718 22:00,苏格兰联赛杯,林利夫哥玫瑰,恩华利斯,3.25,20260718_090026,-,-,,小,,3.388,3.417
509693,20260718 22:00,苏格兰联赛杯,圣庄士东,摩顿,3.25,20260718_090026,-,-,,小,,3.368,3.394
509719,20260718 23:00,球会友谊赛,曼联,域斯咸,3.25,20260718_090026,-,-,,小,,3.370,3.395
509329,20260718 23:25,乌拉圭甲组联赛,普格素,马尔多纳多,2.25,20260717_000038,-,-,,大,,2.481,2.516
508280,20260718 23:59,挪威超级联赛,莫迪,白兰恩,3.00,20260717_010035,-,-,,大,,3.193,3.191
508281,20260718 23:59,挪威超级联赛,维京,辛迪夫佐特,3.50,20260717_010035,-,-,,小,,3.554,3.543
509694,20260718 23:59,苏格兰联赛杯,鸭巴甸,昆士柏,3.25,20260718_090026,-,-,,小,,3.328,3.348
509234,20260718 23:59,美国国家女子联赛,葛咸FC女足,西雅图王朝女足,2.50,20260718_160028,-,-,,大,,2.690,2.685
509205,20260718 23:59,美国冠军联赛,匹兹堡猎犬,路易斯维尔城,2.50,20260718_160028,-,-,,小,,2.614,2.509
509722,20260719 00:30,俄罗斯超级杯2025,圣彼德斯堡,莫斯科斯巴达,2.50,20260717_020032,-,-,,小,,2.623,2.652
510250,20260719 01:00,球会友谊赛,维也纳迅速,汉堡,2.75,20260718_150028,-,-,,大,,2.973,2.929
509695,20260719 02:00,苏格兰联赛杯,登地联,艾布亚夫,2.75,20260718_090026,-,-,,大,,2.934,2.897
509235,20260719 02:00,美国国家女子联赛,丹佛巅峰女足,波特兰荆棘女足,2.75,20260718_170028,-,-,,大,,2.935,2.897
509331,20260719 02:55,乌拉圭甲组联赛,彭拿路,波士顿河,2.50,20260717_060029,-,-,,小,,2.656,2.652
508298,20260719 03:00,巴西乙组联赛,利斯菲体育会,奥柏拉里奥,2.25,20260717_060029,-,-,,小,,2.372,2.415
508297,20260719 03:00,巴西乙组联赛,基斯奥马,维拉诺瓦,2.25,20260717_060029,-,-,,小,,2.305,2.282
508299,20260719 03:00,巴西乙组联赛,邦迪比达,戈亚斯,2.25,20260717_060029,-,-,,小,,2.351,2.256
509236,20260719 04:00,美国国家女子联赛,海湾FC女足,北卡罗勇气女足,2.75,20260718_160028,-,-,,大,,2.943,2.940
508300,20260719 05:00,巴西乙组联赛,戈亚尼恩斯,米纳吉拉斯体育会,2.25,20260717_060029,-,-,,小,,2.269,2.295
510090,20260719 05:00,世界杯,法国,英格兰,3.25,20260717_060029,-,-,,小,,2.839,3.484
509237,20260719 06:30,美国国家女子联赛,芝加哥之星女足,天使城女足,2.75,20260718_160028,-,-,,小,,2.783,2.908
508489,20260719 07:00,墨西哥超级联赛,普马斯,帕丘卡,2.50,20260717_080030,-,-,,大,,2.795,2.796
509207,20260719 07:00,美国冠军联赛,劳顿联,谭柏湾暴徒,3.00,20260718_160028,-,-,,小,,3.158,3.199
509208,20260719 07:00,美国冠军联赛,杰克逊维尔体育会,FC布鲁克林,2.75,20260718_160028,-,-,,大,,3.034,2.951
509206,20260719 07:00,美国冠军联赛,底特律城,印第安纳十一,2.50,20260718_160028,-,-,,小,,2.593,2.629
509210,20260719 07:30,美国冠军联赛,FC罗德岛,哈特福体育,2.50,20260718_160028,-,-,,大,,2.683,2.618
509209,20260719 07:30,美国冠军联赛,查勒斯顿炮台,萨克拉门托共和,2.50,20260718_160028,-,-,,小,,2.599,2.585
509238,20260719 08:00,美国国家女子联赛,路易维尔竞赛女足,侯斯顿冲锋女足,2.50,20260718_160028,1:1,2,小,大,错,2.739,2.730
509211,20260719 08:30,美国冠军联赛,FC陶沙,艾尔帕索火车头,2.75,20260718_160028,-,-,,小,,2.892,2.844
509239,20260719 08:45,美国国家女子联赛,犹他皇家女足,奥兰多荣耀女足,2.75,20260718_160028,1:0,1,小,大,错,2.987,2.940
508490,20260719 09:00,墨西哥超级联赛,哥达拿查拉,托卢卡,2.75,20260717_110031,0:2,2,小,大,错,2.930,2.882
508491,20260719 09:00,墨西哥超级联赛,蒙特雷,拿根亚,3.25,20260717_110031,3:2,5,大,大,对,3.418,3.455
509212,20260719 09:00,美国冠军联赛,FC圣安东尼奥,拉斯维加斯灯火,2.50,20260718_160028,1:2,3,大,大,对,2.754,2.697
509213,20260719 10:30,美国冠军联赛,凤凰城展翅,蒙特雷湾,2.75,20260718_160028,3:2,5,大,大,对,2.919,2.866
508492,20260719 11:00,墨西哥超级联赛,克雷塔罗,阿美利加会,2.50,20260717_110031,0:1,1,小,大,错,2.740,2.732
508174,20260719 18:30,南韩乙组联赛,忠北清州,天安市,2.50,20260717_180030,-,-,,小,,2.653,2.641
508173,20260719 18:30,南韩乙组联赛,水原蓝翼,坡州前线,2.75,20260717_180030,-,-,,大,,2.936,2.897
508175,20260719 18:30,南韩乙组联赛,龙仁FC,华城FC,2.50,20260717_180030,-,-,,小,,2.610,2.596
508172,20260719 18:30,南韩乙组联赛,庆南FC,安山绿人,2.50,20260717_180030,-,-,,小,,2.588,2.574
508062,20260719 18:30,南韩职业联赛,FC富川,FC首尔,2.25,20260717_180030,-,-,,小,,2.414,2.457
508167,20260719 18:30,南韩职业联赛,FC安养,FC光州,2.25,20260717_180030,-,-,,大,,2.447,2.493
509725,20260719 22:00,球会友谊赛,克拉科维亚,西维尔,3.00,20260719_100029,-,-,,大,,3.179,3.169
508243,20260719 22:30,瑞典超级联赛,哈马比,迪加科斯,3.00,20260717_220033,-,-,,小,,3.143,3.140
508245,20260719 22:30,瑞典超级联赛,咸史泰斯,赫根,3.00,20260717_220033,-,-,,大,,3.281,3.266
508244,20260719 22:30,瑞典超级联赛,艾夫斯堡,天狼星,2.75,20260717_220033,-,-,,大,,2.980,2.950
508259,20260719 23:30,芬兰超级联赛,查路,英特杜古,2.75,20260717_230032,-,-,,大,,2.965,2.926
510091,20260720 03:00,世界杯,西班牙,阿根廷,2.25,20260718_020029,-,-,,小,,2.297,2.427
509240,20260720 07:00,美国国家女子联赛,波士顿传承女足,华盛顿精神女足,2.50,20260718_190028,-,-,,大,,2.734,2.730
508260,20260720 23:00,芬兰超级联赛,TPS杜古,伊斯韦斯,2.75,20260718_220028,-,-,,大,,2.989,2.973
508261,20260720 23:59,芬兰超级联赛,马利汉姆,拉迪,2.75,20260718_230030,-,-,,大,,2.931,2.922
508246,20260721 01:00,瑞典超级联赛,卡马亚,马模,2.75,20260719_000027,-,-,,大,,3.022,3.003
508247,20260721 01:00,瑞典超级联赛,奥基迪,佐加顿斯,3.25,20260719_000027,-,-,,小,,3.266,3.268
509330,20260721 03:55,乌拉圭甲组联赛,蒙特维多城托基,达奴比奥,2.25,20260719_030030,-,-,,大,,2.442,2.466
510198,20260721 17:30,澳洲杯,普雷斯顿雄狮,纽卡素喷射机,3.00,20260720_190035,-,-,,小,,3.141,3.130
510199,20260721 17:30,澳洲杯,昆士兰狮队,珀斯光辉,3.25,20260720_190035,-,-,,小,,3.300,3.325
508964,20260721 18:30,南韩职业联赛,济州SK,FC江原,2.00,20260720_180031,-,-,,大,,2.256,2.237
508965,20260721 18:30,南韩职业联赛,蔚山HD,仁川联,2.25,20260720_180031,-,-,,大,,2.444,2.455
508063,20260721 18:30,南韩职业联赛,全北汽车,大田市民,2.50,20260720_180031,-,-,,小,,2.654,2.631
510201,20260721 18:30,澳洲杯,比斯活特城,悉尼FC,3.50,20260720_190035,-,-,,大,,3.734,3.725
510153,20260721 23:59,欧洲冠军联赛,沙巴FC,古比斯,3.00,20260719_210028,-,-,,大,,3.173,3.169
510151,20260721 23:59,欧洲冠军联赛,伊比利亚1999,巴迪斯拉华,2.75,20260719_210028,-,-,,大,,2.991,2.950
510152,20260721 23:59,欧洲冠军联赛,米赞比,林肯红魔鬼,3.00,20260719_210028,-,-,,小,,3.153,3.150
510150,20260721 23:59,欧洲冠军联赛,艾拉华特阿美尼亚,沙姆洛克流浪,2.50,20260719_210028,-,-,,小,,2.665,2.652
510154,20260722 01:00,欧洲冠军联赛,阿晓斯,列治普斯纳,2.00,20260719_210028,-,-,,大,,2.184,2.225
510308,20260722 01:00,欧洲协会联赛,哥登堡,塔林利华戴亚,2.75,20260720_180031,-,-,,大,,2.998,2.984
510309,20260722 01:30,欧洲协会联赛,科利安拿,达他,2.50,20260720_180031,-,-,,大,,2.681,2.788
510156,20260722 02:00,欧洲冠军联赛,杜安,萨格勒布戴拿模,2.75,20260719_210028,-,-,,大,,3.039,2.992
510155,20260722 02:00,欧洲冠军联赛,费伦巴治,扎布热矿工,3.25,20260719_210028,-,-,,小,,3.214,3.328
510310,20260722 02:15,欧洲协会联赛,阿特比森,吉奥利,3.00,20260720_180031,-,-,,小,,2.965,3.052
510157,20260722 02:30,欧洲冠军联赛,格拉茨,赫斯,2.75,20260719_210028,-,-,,小,,2.857,2.805
510158,20260722 02:45,欧洲冠军联赛,基卡拉斯域卡,考诺,2.00,20260719_210028,-,-,,大,,2.160,2.209
510144,20260722 02:45,苏格兰联赛杯,邓弗姆林,哥维流浪,3.00,20260720_220034,-,-,,大,,3.262,3.259
510171,20260722 02:45,苏格兰联赛杯,拉夫流浪,彼德赫德,3.00,20260720_220034,-,-,,大,,3.179,3.169
510143,20260722 02:45,苏格兰联赛杯,登地联,斯巴达人,3.50,20260720_220034,-,-,,大,,3.783,3.778
510140,20260722 02:45,苏格兰联赛杯,阿洛厄,福克尔克,3.00,20260720_220034,-,-,,大,,3.267,3.259
510172,20260722 02:45,苏格兰联赛杯,罗斯郡,登地,2.75,20260720_220034,-,-,,大,,3.068,3.028
510146,20260722 02:45,苏格兰联赛杯,恩华利斯,圣庄士东,2.50,20260720_220034,-,-,,大,,2.706,2.697
510170,20260722 02:45,苏格兰联赛杯,巴特里,史丹侯斯姆,3.00,20260720_220034,-,-,,大,,3.277,3.269
510173,20260722 02:45,苏格兰联赛杯,圣美伦,东基尔布莱德,3.25,20260720_220034,-,-,,大,,3.519,3.547
510149,20260722 02:45,苏格兰联赛杯,利云斯顿,福弗尔,3.75,20260720_220034,-,-,,大,,4.035,4.012
510141,20260722 02:45,苏格兰联赛杯,艾布亚夫,蒙杜斯,2.75,20260720_220034,-,-,,大,,2.956,2.908
510148,20260722 02:45,苏格兰联赛杯,基尔马诺克,咸美顿,3.25,20260720_220034,-,-,,大,,3.490,3.523
510160,20260722 03:00,欧洲冠军联赛,维京古,比亚斯华夏普尔,2.75,20260719_210028,-,-,,小,,2.887,2.846
510159,20260722 03:00,欧洲冠军联赛,拉恩,贝尔格莱德红星,3.25,20260719_210028,-,-,,小,,3.286,3.306
510092,20260722 06:00,南美球会杯,蒙特维多国民队,堤格雷,2.00,20260719_200030,-,-,,大,,2.226,2.217
508286,20260722 06:30,巴西甲组联赛,明尼路,巴希亚,2.50,20260719_210028,-,-,,大,,2.685,2.663
509260,20260722 06:30,巴西乙组联赛,艾华尔,阿美利加明尼路,2.25,20260720_180031,-,-,,小,,2.317,2.351
509259,20260722 06:30,巴西乙组联赛,路禾利桑天奴,基斯奥马,2.00,20260720_180031,-,-,,大,,2.215,2.140
510093,20260722 08:30,南美球会杯,委内瑞拉中央大学,山度士,2.25,20260719_200030,-,-,,大,,2.443,2.474
509261,20260722 08:35,巴西乙组联赛,维拉诺瓦,科泰尼沙,2.25,20260720_180031,-,-,,小,,2.368,2.389
509277,20260722 09:00,墨西哥超级联赛,蓝十字,普埃布拉,2.75,20260720_200034,-,-,,大,,3.087,3.015
509278,20260722 11:00,墨西哥超级联赛,托卢卡,普马斯,2.75,20260720_200034,-,-,,大,,3.062,2.994
510204,20260722 17:30,澳洲杯,FC老虎,西悉尼流浪者,4.25,20260721_190033,-,-,,小,,4.280,4.431
510203,20260722 17:30,澳洲杯,悉尼联,中岸水手,3.25,20260721_190033,-,-,,小,,3.322,3.348
508966,20260722 18:30,南韩职业联赛,FC富川,FC安养,2.00,20260720_180031,-,-,,大,,2.250,2.241
508064,20260722 18:30,南韩职业联赛,FC首尔,浦项制铁,2.25,20260720_180031,-,-,,小,,2.304,2.334
508967,20260722 18:30,南韩职业联赛,FC光州,金泉尚武,2.25,20260720_180031,-,-,,大,,2.465,2.494
510816,20260722 23:30,球会友谊赛,云达不莱梅,冈山绿雉,3.50,20260722_150031,-,-,,大,,3.766,3.763
510311,20260722 23:59,欧洲协会联赛,尼菲治,明斯克戴拿模,2.25,20260720_180031,-,-,,小,,2.317,2.398
510817,20260722 23:59,球会友谊赛,比斯特,艾华卡拉,3.25,20260722_170038,-,-,,大,,3.455,3.486
510915,20260723 00:30,球会友谊赛,艾克马亚,亨克,3.25,20260722_180032,-,-,,大,,3.507,3.521
510161,20260723 01:00,欧洲冠军联赛,奥摩尼亚,卡拉特,2.25,20260719_210028,-,-,,大,,2.495,2.513
510312,20260723 01:00,欧洲协会联赛,波希米亚人,巴尔干尼,2.50,20260720_180031,-,-,,大,,2.694,2.697
496642,20260723 01:00,挪威超级联赛,波杜基林特,咸卡姆,3.75,20260720_190035,-,-,,大,,4.020,3.996
505709,20260723 01:00,挪威超级联赛,利尼史特朗,维京,3.00,20260720_200034,-,-,,大,,3.183,3.202
510162,20260723 01:30,欧洲冠军联赛,索菲亚利夫斯基,卡拉奥华大学,2.25,20260719_210028,-,-,,小,,2.380,2.408
510313,20260723 01:45,欧洲协会联赛,巴沙克舒希,英特杜古,3.00,20260720_180031,-,-,,小,,3.012,3.052
510314,20260723 02:00,欧洲协会联赛,华达,列加,2.75,20260720_180031,-,-,,小,,2.887,2.897
510315,20260723 02:30,欧洲协会联赛,泰拿华斯巴达,1948中央陆军,2.25,20260720_180031,-,-,,小,,2.394,2.447
510139,20260723 02:45,苏格兰联赛杯,南部皇后,鸭巴甸,3.25,20260721_190033,-,-,,小,,3.314,3.337
510163,20260723 03:00,欧洲冠军联赛,伊格纳迪亚,施捷,2.25,20260719_210028,-,-,,大,,2.474,2.513
510316,20260723 03:00,欧洲协会联赛,泽伦斯尼卡,布拉加,2.75,20260720_180031,-,-,,小,,2.839,2.802
510094,20260723 06:00,南美球会杯,麦德林独立,华斯高,2.25,20260719_200030,-,-,,小,,2.388,2.399
508291,20260723 06:30,巴西甲组联赛,哥列迪巴,彭美拉斯,2.25,20260719_210028,-,-,,小,,2.393,2.427
509262,20260723 06:30,巴西乙组联赛,奥柏拉里奥,邦迪比达,2.50,20260720_180031,-,-,,小,,2.607,2.596
509263,20260723 06:30,巴西乙组联赛,施亚拉,CRB,2.25,20260720_190035,-,-,,大,,2.589,2.486
509214,20260723 07:00,美国冠军联赛,莱星顿SC,奥克兰根源,2.75,20260721_190033,-,-,,大,,2.912,2.876
509264,20260723 07:30,巴西乙组联赛,戈亚斯,利斯菲体育会,2.25,20260720_190035,-,-,,小,,2.359,2.405
